Entity,Code,Year,Men Overweight or Obese (%),Men (BMI),Women overweight or obese (%),Women (BMI),Daily caloric supply (per person) (kcal/person/day),Total population (Gapminder),HIV/AIDS and tuberculosis (DALYs),Diarrhea & common infectious diseases (DALYs),Malaria & neglected tropical diseases (DALYs),Maternal disorders (DALYs),Neonatal disorders (DALYs),Nutritional deficiencies (DALYs),Other communicable diseases (DALYs),Cancers (DALYs),Cardiovascular diseases (DALYs),Respiratory diseases (DALYs),Liver diseases (DALYs),Digestive diseases (DALYs),Neurological disorders (DALYs),Mental and substance use disorders (DALYs),"Diabetes, blood, & endocrine diseases (DALYs)",Musculoskeletal disorders (DALYs),Other NCDs (DALYs),Transport injuries (DALYs),Natural disasters (DALYs),Conflict and terrorism (DALYs),Self-harm (DALYs),Interpersonal violence (DALYs),Unintentional injuries (DALYs),% Adults > 25BMI
Spain,ESP,2013,66.7,27.43407353,54.3,25.83970105,3174.0,47042602.0,64038.300452100004,209848.35301,4885.05330915,3777.79017064,106616.04351,49010.7839768,15908.9921468,1985766.1073,1634959.93969,474720.455816,171392.72515399999,169120.76268299998,1154956.3188399998,1147366.29572,658510.106933,1190687.84773,1110257.3608600001,216315.911128,121.649875491,245.84539406,130801.086095,28880.8601608,497703.020141,65.4
Sri Lanka,LKA,2010,14.9,22.07807491,26.9,23.07844118,2465.0,20859949.0,33610.3593786,253194.889933,51544.9732859,9634.99906679,217417.108853,83060.2725013,22192.197182,347924.13579699997,848804.249292,275993.292985,134243.411702,31690.7945046,264421.061504,375258.031381,499154.82686599996,340697.153947,541872.99821,156279.225698,9228.37811428,493346.77397700003,210657.067765,62603.32660669999,248618.005326,19.8
Sri Lanka,LKA,2011,15.4,22.20285075,27.8,23.19777307,2491.0,21045394.0,31684.340760400002,247668.247422,44521.6188941,8961.34391025,201236.775836,81406.6738226,21720.6319054,352183.503519,845928.643754,277988.799271,136474.608252,31724.1333384,267675.612529,378200.61021199997,500977.31121499994,345236.529962,537562.998578,157070.993667,11897.898888,32008.003700999998,209738.549169,62984.942824699996,249842.56446599998,20.5
Sri Lanka,LKA,2012,16.0,22.33159534,28.7,23.31965928,2512.0,21223550.0,30118.3193088,239971.654378,43845.293290199996,8468.35344897,181956.23463800002,79977.6405879,21337.7781261,356236.28067,844745.77035,279647.582331,137979.034871,31829.4295385,271174.304552,380437.161921,503707.998829,350331.738563,533137.210958,155745.027267,10253.0623097,32068.7153936,208019.456227,62590.03947540001,246532.04647399997,21.2
Sri Lanka,LKA,2013,16.6,22.46170949,29.7,23.44173012,2539.0,21393876.0,28549.497461900002,233401.264695,36393.482969,7944.80679947,163122.792535,78382.9702557,20984.372566799997,361976.064804,847807.727728,282361.670704,140148.954204,31973.9159084,275242.060219,383223.003344,508624.30296099995,355342.67881199997,529125.328209,158156.990678,12118.0093458,30394.014456800003,207103.587868,62063.3440949,243948.794536,21.9
Sudan,SDN,2012,20.6,23.49035157,32.6,26.43101944,2301.0,35335982.0,350095.602108,1767904.6813400001,403884.848717,188918.99543900002,1974323.2148099998,496368.725529,349601.133771,476120.609588,1633062.80644,303121.063654,128196.30806099999,129248.280651,447798.677865,754812.35176,674197.777888,588253.968015,2106254.82931,944317.9792959999,67.3365288962,121020.248834,82350.6959755,43916.4541659,688877.941247,
Sudan,SDN,2013,21.1,23.53156585,33.3,26.51019635,2336.0,35940905.0,346084.52194899996,1681600.2868899999,380597.59486300003,184333.95892,1918293.9169400001,498858.767479,333836.6713,490218.65348000004,1657259.9378799999,306851.172133,127206.25180499999,128901.37106199999,457947.21624,774279.0031689999,684447.824521,604494.02747,2090576.0264400002,942267.1835700001,4626.99652776,227374.93674299997,84980.9385694,44259.273698000005,690146.278393,
Suriname,SUR,2010,48.6,25.81810122,60.4,27.62626894,2795.0,524636.0,5307.24740398,11154.751550799998,1277.62069489,485.101632643,19150.711580900002,3085.81068471,1007.34523482,13199.289929100001,25915.4920893,4125.59416221,2577.89729604,3661.7708721999998,7077.91025804,12234.3655968,15403.1594699,8469.29262204,16811.151494,6222.68811472,0.27593104284200004,19.595368855,6053.92209741,2754.01657117,8491.47215573,54.8
Suriname,SUR,2011,49.5,25.92601242,60.9,27.71851473,2712.0,529419.0,4819.69206923,10857.6845724,1376.14463827,410.10258529199996,18482.179341299998,2986.9458050999997,1003.24425229,13472.617007700002,26022.2474597,4130.05003137,2624.70029591,3632.77602612,7177.72680865,12365.959797700001,15686.0255021,8626.88103286,16783.3518424,6214.45378612,0.290279756562,21.051222838599998,6122.943724199999,2788.62417198,8527.05870762,55.5
Suriname,SUR,2012,50.3,26.03429595,61.5,27.81260815,2726.0,534175.0,4395.93992411,10676.131349700001,1254.65169214,394.70390119,17851.0054618,2919.2385926999996,1010.12607663,13772.949829899999,26285.662977,4149.77076715,2669.9802136999997,3635.43180188,7288.15116455,12493.7592536,15983.424148500002,8802.26274275,16709.3299479,6111.84164299,0.2974890578,21.5980825928,6173.71685933,2784.7533443,8525.62304495,56.3
Suriname,SUR,2013,51.2,26.14166932,62.1,27.90608422,2753.0,538882.0,4210.02937434,10469.8508066,1323.12115377,393.37746634900003,17318.737680500002,2858.26901258,1012.63941547,14124.894070800001,26744.652282799998,4173.42575495,2730.59242962,3654.84257314,7391.4666671,12636.887357700001,16290.688009799998,8973.78215767,16717.8546261,6105.22093709,0.24052132481199998,17.3857888251,6230.0882197,2798.72165469,8496.93749518,57.0
Swaziland,SWZ,2010,23.7,23.71588361,51.2,28.395249,2284.0,1186056.0,526081.387939,162320.696747,5654.82134815,3456.68140565,69215.28676830001,14616.3623935,5113.77987119,22220.4700523,41367.8877847,16687.8428595,3955.23825924,6490.64531687,15614.4853565,24127.9572034,39291.611122099996,12718.5462569,33882.0376449,28697.838981200002,5.2976282957,0.0,9085.57479092,14372.9250679,25134.6582028,29.7
Swaziland,SWZ,2011,24.1,23.77757048,52.0,28.50028056,2283.0,1203330.0,472738.93836000003,153535.742737,5630.36752803,3097.22121757,65669.58397189999,14168.0578369,4880.24787401,22105.973179099998,40390.4123046,16452.155052000002,3885.20011532,6313.86735137,15805.223167299997,24662.4891253,38978.4501892,12993.0125426,33912.7341071,27956.413670200003,5.13769078945,0.0,9103.63387007,14484.052624899998,24495.2812989,30.2
Swaziland,SWZ,2012,24.5,23.83838871,52.9,28.604407600000002,2293.0,1220408.0,433608.53687799996,146663.683479,5663.28969306,2871.87701575,63072.005415199994,13887.300327899999,4760.73230458,22202.5625842,40010.7256067,16332.633909099999,3859.52964985,6209.15439344,16013.5871988,25193.0600113,39052.1789719,13295.020472,34082.7182111,27577.537283899997,5.38793806309,0.0,9175.55621017,14679.445528999999,24229.9993202,30.7
Swaziland,SWZ,2013,25.0,23.89943885,53.7,28.70831897,2329.0,1237166.0,399165.621515,141146.25501199998,5699.72471535,2712.90266124,61433.61239480001,13722.6045012,4664.28380281,22399.6349944,39864.7939264,16281.7377279,3859.51202024,6149.3381547,16241.5076525,25674.1825743,39291.637925099996,13576.021981400001,34324.0470134,27430.263736400004,4.60659218458,0.0,9290.36919809,14936.2357572,24025.185420599995,31.2
Sweden,SWE,2010,60.6,26.444357399999998,47.5,25.18543871,3151.0,9379687.0,2736.63689014,49931.860446499995,106.87586082799999,552.950377026,23158.1168268,6879.79244047,3701.93644634,397260.935711,461097.376758,100051.698512,21955.7142864,30016.8702768,203716.443141,263051.874394,130172.55002000001,290912.65212600003,233380.47504299998,35111.5343758,9.90590247736,0.0,52281.10660869999,8367.27511902,111102.99371199998,57.3
Sweden,SWE,2011,61.1,26.50491836,47.9,25.21959525,3157.0,9440747.0,3012.68327341,50507.629314599995,116.096751341,526.4361727319999,23303.845177799998,6848.18355962,3707.52607746,397850.754153,455421.36558100005,100852.095751,21814.0977117,29782.643243799997,204455.626097,264738.110109,130741.403136,294128.342022,234924.25894899998,34574.3854508,9.52777059377,0.0,52175.0532835,8313.82242947,111402.076601,57.7
Sweden,SWE,2012,61.6,26.56219727,48.2,25.25139843,3170.0,9495392.0,2770.4771436,51924.134203199996,88.79111838840001,593.878640409,23314.0464254,6857.84005109,3674.1017822,401060.035819,453465.494182,102283.495397,22082.719777000002,29732.2404454,205345.430797,266144.225573,132035.976306,297531.764346,236589.63544899996,34067.91683540001,9.598610206810001,0.0,52198.696608,8295.98113387,111914.381698,58.1
Sweden,SWE,2013,62.1,26.61841132,48.6,25.28202634,3179.0,9545823.0,2706.37490736,51769.1101888,85.1200613149,601.112533085,23158.188992099997,6872.33048921,3766.62804674,403524.59753,449827.164164,103186.246415,22181.519848400003,29750.776056200004,205765.147386,268203.75144699996,133242.02700499998,301359.215327,238552.60624000002,33270.365624,8.97245487399,0.0,52921.73774030001,8379.58525023,112957.798643,58.5
Switzerland,CHE,2010,62.7,26.25700226,46.3,23.76816528,3448.0,7664318.0,4427.10870504,32400.052240499997,105.204315772,546.173779235,33173.723616400006,13698.8108694,4893.90994777,312506.346631,281118.80690300005,70304.8713298,21477.1899199,26026.1327105,177006.075024,202180.961592,99400.2554227,261147.148796,203080.951288,32234.1881991,823.449395381,0.0,46250.692121199994,5396.39620336,97276.9419833,55.4
Switzerland,CHE,2011,63.1,26.32032071,46.5,23.74070773,3491.0,7701690.0,4145.26496989,32596.312177999996,100.65507313799999,513.4341234780001,33227.303187800004,13654.99215,4873.05981574,311509.71239899995,277796.342566,70344.8827383,21076.059758099997,26101.6788824,179747.31141,203754.200159,99955.59248280001,260920.004465,205370.75921,31314.2340162,651.074645357,0.0,45275.7045352,5324.2373063000005,96938.6604991,55.8
Switzerland,CHE,2012,63.5,26.38483904,46.8,23.71331931,3382.0,7733709.0,4317.64992969,33034.3231531,104.398219619,567.009823458,33093.067632599996,13656.108318900002,4936.49261199,313672.811356,280004.031785,71214.2980203,21292.8596867,26310.439784000002,182422.247883,204815.073775,100954.346036,260973.718508,207861.791246,30667.6701199,567.2096326019999,0.0,44607.0049114,5234.34443229,96768.49506910001,56.2
Switzerland,CHE,2013,63.9,26.4493151,47.0,23.68519008,3391.0,7761820.0,3998.71127572,33370.4367233,106.723750876,499.42773761300003,33538.4943745,13655.5550046,5037.29829289,314321.15178899997,280636.432326,72030.3936946,21153.0231081,26383.901868099998,184743.33706,207011.946889,101874.068166,261133.005064,210945.962737,30053.1321629,801.177329661,0.0,44289.0196742,5375.20110141,96512.0289262,56.6
Taiwan,TWN,2010,40.2,24.47411154,32.8,23.00661521,2962.0,23025000.0,27042.7812225,165431.20628699998,20788.8672423,2026.61809299,55441.4085709,33911.40763459999,19577.291095200002,996081.1852620001,716978.810418,196201.03426800002,174098.634098,90895.02570289999,298356.762697,482263.398665,604535.538383,515172.053821,483165.293182,205106.656567,2094.54006088,0.0,150752.94629300002,29240.723095700003,171832.09136400002,
Taiwan,TWN,2011,40.8,24.57443076,33.0,23.01903688,2956.0,23072000.0,26719.7326598,168818.527643,20764.757762999998,2117.11874406,60650.485371200004,29819.4155951,19961.3416043,1014355.19886,723852.714167,201057.33214800002,175512.465063,91406.6731078,304602.23993000004,486909.246362,611056.1028079999,523849.57458599994,490129.85610200005,207896.921823,706.014735157,0.0,149971.78292599999,29006.7528532,179531.03686700002,
Taiwan,TWN,2012,41.3,24.67011414,33.1,23.027061,2955.0,23114000.0,26327.0903087,170839.283101,20908.4868313,2189.87296595,59553.4017325,26944.633962400003,20335.6699691,1030185.04926,728837.154945,205534.326933,174783.87226600002,92094.91575239999,310443.105141,490656.597166,617788.382459,533300.161293,495722.009467,205164.483907,717.332036414,0.0,148369.47398399998,28587.5515058,180928.48569200002,
Taiwan,TWN,2013,41.9,24.76242734,33.2,23.03145436,2997.0,23151000.0,26220.6494338,171211.604685,21230.2300916,2091.70401162,55193.448337099995,24653.3583447,20619.4616959,1045908.75447,734946.612496,208873.50512000002,173363.44637,92998.6814449,316326.663893,494009.192712,626094.478975,542172.9984810001,498286.613295,200419.422616,655.984567803,0.0,144780.723841,26986.7897098,183358.99183299998,
Tajikistan,TJK,2010,36.4,24.824015399999997,43.4,24.95312136,2105.0,6878637.0,34182.2096638,463822.145891,12620.8459613,6021.73251479,278607.51495100005,53492.31874059999,22526.080529,105389.04713600001,328755.348956,50685.705840400005,44975.9176314,31755.752452999997,100856.183126,129507.72780899999,98220.710931,88003.1991411,188319.188282,37085.1466859,4884.15848576,10423.8023214,17886.3886647,13226.6823642,161466.879653,36.6
Tajikistan,TJK,2011,37.2,24.92617337,44.2,25.07166837,2049.0,6976958.0,30838.377058599996,467766.434579,12676.0135364,5439.79135532,288635.145283,53604.0906388,22536.8526815,107337.29958400001,336319.94172199996,51577.5224268,44854.037629,32121.2549924,101928.820431,132404.557558,99539.8746753,90621.25578080001,193307.664034,34924.258473400005,558.523433567,6444.2667657,17391.452211300002,13161.214586700002,162842.654879,37.4
Tajikistan,TJK,2012,37.9,25.02697027,44.9,25.18989482,2159.0,7078755.0,27815.7833629,473034.317083,12957.0167331,5465.66118104,297253.965477,53923.75925,22708.1368953,108849.794827,328523.097992,51289.298504000006,45149.1135569,32891.2246427,103857.845518,135646.27882,101402.303926,93489.4015973,199403.31933,36489.2720709,576.192536896,4812.41663852,18080.7441353,13848.213945200003,167886.869769,38.2
Tajikistan,TJK,2013,38.6,25.12730041,45.7,25.30742845,2201.0,7183529.0,26094.6564243,476680.533542,13291.441871500001,5432.39830758,304536.907291,54293.189497,22712.7416492,110630.89694400001,322094.888904,51161.528682899996,45533.2474524,33638.361867,105587.437638,139001.253391,103286.32734,96397.0010674,205168.664091,37832.059392400006,474.093116007,4034.9655439999997,18666.707276700003,14537.9115964,173715.18536300003,39.0
Tanzania,TZA,2010,13.5,22.11977579,28.7,23.445605399999998,2097.0,44841226.0,5357424.705469999,5474915.03203,2195546.78023,461455.82503,3372372.4775,1437707.95665,518725.001144,809006.029769,1179958.73331,334369.819343,212170.162413,304865.970369,411786.61924,745215.6098880001,659445.88713,401634.91352,1222235.89821,349540.76753,41.7586954966,72.7464412262,100411.37732300001,241740.57098699998,964816.864336,20.7
Tanzania,TZA,2011,13.9,22.15524838,29.5,23.54608431,2200.0,46218486.0,5160813.45978,5443265.46389,1895199.16179,460359.238525,3343338.10113,1420274.31739,543586.508476,838102.6980699999,1207099.9040899999,343588.53043600003,210822.263929,309156.395528,426569.902513,771028.525549,672739.759739,414932.20520799997,1242572.72872,370674.12864,45.6818764249,79.2390715338,103987.418981,249102.28941799997,989557.029351,21.3
Tanzania,TZA,2012,14.3,22.18934742,30.4,23.64400247,2192.0,47656367.0,4905378.0475699995,5386424.836730001,1575339.26975,457903.84501899994,3294017.91756,1414413.646,578103.8041279999,872308.975073,1241959.40606,354817.379929,212084.356666,316308.38793699996,442795.243025,796641.7654520001,689726.616234,429411.292175,1263943.09021,377153.263009,47.612288149499996,82.1468325712,108609.76749200001,258283.50866700002,1009781.01506,21.9
Tanzania,TZA,2013,14.8,22.22393022,31.2,23.74042171,2208.0,49153002.0,4369981.20379,5147381.416569999,1548037.17634,446373.95909799996,3256315.35404,1381816.75104,598593.939335,910795.9899940001,1284955.65285,365603.629716,215890.83405799998,322365.786788,458040.871301,822102.176855,705448.5484600001,443492.683092,1278308.83839,378382.760067,40.898735145799996,63.864127757,113708.503132,266749.15916,1018133.6838799999,22.5
Thailand,THA,2010,22.5,23.15790007,30.4,24.24025107,2756.0,69122234.0,841846.904755,1048919.59668,136246.598314,16659.8639858,341203.59771999996,107935.09677999999,86553.52199400001,2217962.84069,2022088.28562,814633.015246,394061.50598,239365.604609,929319.990438,1398014.43458,1325636.14303,1535334.82762,1664960.50045,1100601.08791,21552.1750357,13315.1247157,369306.145738,286711.018671,822759.15671,27.9
Thailand,THA,2011,23.3,23.24104625,31.0,24.30086344,2760.0,69518555.0,785945.0389609999,1048648.66617,135991.426904,15016.9756984,327732.737994,104684.751097,83664.0664428,2254083.50518,2026517.78652,821696.3653899999,398736.67606100003,243093.71123000002,944272.283263,1405567.0206799998,1326233.27141,1554701.1104,1667259.1528200002,1097378.2674399999,43157.132748,16642.024538499998,367314.518466,289459.141802,841791.579258,29.0
Thailand,THA,2012,24.2,23.32485313,31.7,24.36108895,2784.0,69892142.0,751233.171873,1048580.5030200002,140945.682595,13998.301011399999,310466.940056,102980.505914,81636.0731862,2293496.1932,2050951.6214700001,825950.4081090001,406195.39578099997,246064.064281,961046.6937870001,1412399.11127,1342226.8445700002,1576309.8842200001,1674208.4037600001,1085044.05219,21390.9939572,14758.6409215,364763.257612,288226.82913699996,831712.665871,30.1
Thailand,THA,2013,25.1,23.40453239,32.4,24.41636721,2784.0,70243267.0,729261.72405,1049079.77675,151541.356681,13249.876242799999,292985.68375900004,101800.590025,80150.82354530001,2337549.5073599997,2094479.8721900003,827395.289571,416867.035381,249797.117931,980226.2302459999,1419027.25637,1372714.58931,1600632.72575,1682940.29213,1081736.54956,6946.77224293,12025.3381107,359510.695534,283310.418,823506.5523239999,31.3
Togo,TGO,2010,14.2,22.2712593,30.5,23.73472914,2370.0,6027798.0,537578.442653,636410.705296,707315.285222,47612.4554225,455067.55482799996,111132.841394,43413.474386,107261.82497,202530.804925,48815.020799800004,44168.55682130001,44770.3508314,62262.054607000005,107592.73258299999,116668.03006500001,69212.8684262,239382.57378200002,55013.4877171,1307.53131635,139.819336465,23822.315819599997,14868.991688499998,115429.251239,21.4
Togo,TGO,2011,14.5,22.32474353,31.2,23.86408364,2383.0,6154813.0,475372.966609,613316.11058,692485.065378,45134.3143358,451313.23967200005,110996.940752,41458.4482949,111322.76337999999,206632.49805,49925.72661030001,41304.292925,45242.4292479,63988.5805979,111119.545279,118832.646573,71334.40549830001,242757.632012,57612.5017418,5.714441353740001,146.426464638,24458.589219999998,15263.3270836,117038.35154100001,22.0
Togo,TGO,2012,14.9,22.37669915,32.0,23.99476903,2414.0,6283092.0,434570.478559,602730.048553,673760.383292,40789.231315900004,446561.044633,110414.47550999999,40432.0874136,115532.79005899999,211219.892311,51152.825351199994,40748.281927699994,45774.3806695,65995.9410941,114493.39248499999,121067.82255299999,73658.35489049999,245333.366258,55785.8010462,5.897063977339999,150.748803707,25015.7520037,15665.8191939,117863.84113599999,22.6
Togo,TGO,2013,15.3,22.42827364,32.8,24.12596568,2454.0,6412560.0,407959.659111,593283.516818,652931.080046,40812.290365,444508.97427299997,109488.648298,38817.055870599994,119817.767097,216737.434541,52432.416336400005,41166.6670472,46229.9711237,67997.6687493,118184.55171199999,123135.776902,76016.1410988,247294.886871,56468.5282102,5.70280342241,120.24389856100001,25872.319201,16096.497721599999,118209.914203,23.1
Trinidad and Tobago,TTO,2010,47.3,26.86487866,61.2,28.32632314,2841.0,1341465.0,11777.8286674,12148.280799200002,1496.97524784,881.144047367,23132.7692152,4716.42885855,1563.01309691,38937.352422,69478.0146387,9793.805962100001,5062.93001231,7537.57380752,20102.3432294,30379.2890246,65229.1133403,26847.078093199998,35047.7577115,14193.2330044,250.24526499200002,3.46778694915,8514.49983685,18659.8834778,15184.1110831,42.0
Trinidad and Tobago,TTO,2011,48.2,26.99716183,62.1,28.45541366,2906.0,1346350.0,12062.2758236,12075.5012095,1163.00417083,686.869821227,21979.5465778,4686.0819542,1558.56018791,39326.936961,70985.06955760001,9840.83046941,5198.60891442,7622.20829027,20263.9602587,30505.812781200002,66448.1737898,27165.4336612,34844.4035161,14096.538195299998,1.53464401091,3.7398049274300003,8504.96833575,17959.003317099996,15594.1200516,43.0
Trinidad and Tobago,TTO,2012,49.2,27.12765557,62.9,28.58293537,2989.0,1350999.0,11839.5727196,11951.7202562,1005.67039575,645.133471222,20852.4306706,4679.92995579,1556.05592181,39901.0781573,72288.30009489998,9901.59708148,5301.86600177,7667.67387612,20434.5631721,30592.503510299997,67750.6538858,27552.5956018,34753.3461143,13801.670192299998,1.54766769296,3.7801277534500004,8441.30440364,17158.4357815,15556.9291253,44.0
Trinidad and Tobago,TTO,2013,50.2,27.254332199999997,63.7,28.70801305,3052.0,1355342.0,11537.6693733,11853.4129806,1384.20071797,609.851282997,19856.7396909,4680.46718376,1546.95257112,40419.63965969999,73441.1799087,9962.96647153,5376.02751916,7694.74482393,20566.7858366,30759.969337000002,68962.6630846,27858.7177903,34649.8889061,13535.9677379,1.55326087681,3.26664239698,8347.32164068,16559.879153,15506.4413058,45.0
Tunisia,TUN,2010,52.4,24.85615912,62.1,26.716787899999996,3326.0,10480934.0,11007.1620287,90875.20364489999,2603.57797998,4918.29793556,159012.406248,18342.087004799996,12871.427322900001,241203.53949899998,426286.07640799996,73390.66249310001,26520.3048977,27478.697218299996,177943.714123,256014.76496399997,223314.25990300003,242709.98754899998,320606.94711199997,145335.764292,20.9065846323,6557.8982109,19754.908719,8961.07562569,108083.29890499999,56.5
Tunisia,TUN,2011,53.1,24.92530291,62.7,26.76991033,3360.0,10594057.0,10891.3943426,90415.07183330001,2462.37497231,4358.36386911,154106.276135,17948.5288572,12632.3300735,245709.07062399999,430976.82498699997,74183.62031819999,26866.7338714,27661.488114,180251.287855,258945.32969400001,226220.385689,247188.70646999998,319595.12934499996,153150.884627,24.0879034344,11254.8803134,19958.618179499997,9078.84127619,113078.78151300001,57.4
Tunisia,TUN,2012,53.8,24.99337744,63.3,26.82143025,3390.0,10704948.0,10909.775494399999,89550.4925618,2441.43206692,4168.69013697,145313.10348299998,17563.419270599996,12516.233638299998,250726.102492,436705.204753,75055.7837973,27323.349384599995,27938.406995200003,182906.05940899998,261788.437413,229770.75201700002,252275.89209,316714.147329,144665.456055,24.6014755017,11228.484104000001,20039.7342368,9050.70362614,113012.80679,58.3
Tunisia,TUN,2013,54.5,25.05954274,63.8,26.87154901,3349.0,10813680.0,10997.274250499999,88751.86910010001,2393.19497047,3965.94706231,136369.220292,17259.5743381,12386.7563796,256113.010806,442524.790004,75940.50623160001,27769.2682449,28179.709828900002,185433.52558,264283.665842,233757.13650100003,257069.31442100002,314256.61825,143046.48313900002,20.2691310849,11529.997310200002,20106.763588799997,9023.01861185,113087.90844200001,59.3
Turkey,TUR,2010,60.3,26.63561971,66.4,28.33932721,3650.0,72752325.0,35642.9813139,564702.392933,14685.7547558,18909.9029428,1196605.76853,256996.420143,93153.6438492,1778644.5359200002,2145489.41652,626320.048709,117963.67346800001,177249.664373,1315088.34698,1614302.80504,1397813.71841,1698735.90372,2257849.84595,471718.258022,3134.76994528,17344.965092099996,110706.35498399999,105917.20219299999,591158.449967,61.9
Turkey,TUR,2011,61.0,26.68565917,66.9,28.404686199999997,3674.0,73639596.0,34469.9423315,550650.584792,14435.7027903,14457.825,1167097.78998,260074.345385,92718.957926,1812824.7406400002,2197384.60241,644947.779966,120071.646581,176394.581795,1340772.52769,1642890.83901,1420419.8363299998,1737545.76909,2267387.59047,486213.243738,36778.23005980001,51769.880269,111259.85273299999,106794.148187,651175.087742,62.8
Turkey,TUR,2012,61.7,26.73142124,67.5,28.46937226,3690.0,74508771.0,33232.3334945,537288.510262,14512.713800799998,14403.330514899999,1131837.9111799998,264704.201867,92316.53865510001,1822950.00359,2202428.93593,650345.937453,120327.883076,175966.635408,1369497.2931600001,1673459.38016,1439930.78335,1782910.3500299999,2266764.31397,481654.10304200003,4061.00446732,43217.9690497,111639.468292,106032.808938,656290.8031199999,63.7
Turkey,TUR,2013,62.4,26.77511817,68.0,28.53225474,3706.0,75359032.0,33501.0753995,531082.7470420001,14624.249870399999,15680.633599200002,1081457.8893600001,270649.745652,93328.45206289999,1895960.67565,2323001.76969,673205.071734,126652.261252,179339.592384,1404742.15811,1703591.2113,1488527.789,1829211.76791,2262435.7124099997,506483.61641,3678.46921922,76818.619587,117940.537157,109640.741954,675561.945408,64.5
Turkmenistan,TKM,2010,48.2,25.76042857,50.3,25.83866917,2866.0,5041995.0,42010.2346767,214086.986372,1086.4661687999999,1861.54776754,163602.024228,25583.9924717,14592.708911200001,97867.1638767,374220.69150300004,23927.280639099998,75398.26607879999,19286.7350717,64220.2413847,95140.9639714,91489.4209811,68483.63120090001,179630.78818,35621.430003199996,891.335161148,0.0,26353.5952482,16556.236792,99238.92108130001,44.2
Turkmenistan,TKM,2011,49.3,25.89729841,51.2,25.97887636,2851.0,5105301.0,40001.5815196,201515.693873,1045.00135935,1112.20249211,162091.859825,24132.357523299997,14101.2146669,99407.72561860002,374265.147333,23515.9091852,78089.34438060001,19096.0050364,64974.56249119999,97029.1180457,92316.7931552,70262.6550493,183072.14815,34121.2429431,999.323324756,0.0,25530.2395464,16601.4112587,98265.8380199,45.0
Turkmenistan,TKM,2012,50.4,26.036004199999997,52.0,26.11891817,2842.0,5169660.0,38310.957578099995,188403.71268599998,1022.25693339,1148.33640566,158951.520536,23630.3211135,13598.1284385,100924.38847,375917.052812,23153.9445771,80400.36378669999,18887.1703425,65725.0438502,98610.5889726,93577.7039785,71984.87867060001,185814.721792,32572.079683099997,774.52259517,0.0,24872.789530200003,16578.163167500003,95352.6456525,45.9
Turkmenistan,TKM,2013,51.5,26.1754655,52.9,26.25826217,2840.0,5234640.0,36600.920933999994,181636.68161099998,1003.88496243,1147.88652045,157225.862105,23142.3683357,13535.199703600001,102044.211433,378287.584519,23275.8205262,82713.7830881,19086.938471200003,66427.0059525,100300.708108,95099.9149435,73720.44460439999,184806.503642,31280.738977599995,1178.35053015,0.0,24231.3964565,16650.7414793,94480.86875639998,46.7
Uganda,UGA,2010,10.9,21.13241355,25.1,22.6077641,2200.0,33424683.0,4630441.495180001,3522349.7494300003,4255060.24781,264305.72931100003,3126161.02223,783160.931206,342455.268919,589060.109803,692610.4748130001,226423.83418,138120.591996,226622.039281,296991.131528,588938.443802,445981.270388,268002.983459,774038.766604,297565.804214,25088.3990283,26152.892460599996,116062.44608,150577.920277,630246.084578,16.3
Uganda,UGA,2011,11.3,21.21056086,25.9,22.71217132,2178.0,34509205.0,4498046.20762,3591180.0444,3752571.2453199998,269382.411886,3127864.02566,800537.017153,372672.264434,607374.796204,704558.760273,231822.992787,140341.482546,232142.612457,308786.442788,608225.9823510001,458051.01116800006,277450.954996,798207.4127720001,305814.653848,3267.60852597,24767.1683784,118679.506897,156521.005982,652092.902992,16.7
Uganda,UGA,2012,11.7,21.28383748,26.8,22.81175435,2160.0,35620977.0,4265447.91481,3843808.43915,2983123.42873,263431.019919,3106158.8254400003,839029.074282,431484.178243,630879.468229,718232.445208,238928.00594,143110.807199,240826.35392199998,320763.185763,626492.721624,474638.609815,288017.30452600005,827592.933017,318578.478937,54.6900442767,20844.9765621,121519.00039000002,163176.458662,683173.4112859999,17.2
Uganda,UGA,2013,12.1,21.35623469,27.6,22.91021621,2130.0,36759274.0,3914837.62544,3841259.83616,2415589.6143400003,258992.02350399998,3081250.54079,889588.3872229999,498874.655919,662391.729077,739172.56276,248021.7183,147630.32458800002,251771.27771700002,334389.145334,646587.263147,495387.281871,298314.80755100003,862688.8721479999,336046.238257,78.72831706630001,19704.1287521,125541.805933,171682.641906,728193.077853,17.6
Ukraine,UKR,2010,54.1,25.99752202,51.2,26.05676057,3140.0,45448329.0,626453.661959,362445.57255700004,6894.75668655,11878.7978934,298048.29179,33242.8122962,38568.3789702,2164442.16538,7327135.651310001,419136.55358,671955.480526,275161.511616,822427.151832,1611755.70001,570375.1944340001,1231759.12657,1248425.5147799999,474513.555239,9547.28377117,122.714288055,473589.81848599995,206405.515048,1234601.88467,58.5
Ukraine,UKR,2011,55.0,26.07297778,51.3,26.08145899,3177.0,45190180.0,591540.4410100001,345638.827807,6692.29676557,10065.706340100001,289641.945377,33303.3866272,37691.191721699994,2099925.48482,6980163.085410001,395395.160062,627305.940785,267444.04432600003,820340.790941,1590677.35645,558876.612847,1231546.6747700002,1234890.64575,449370.156842,9194.76559886,129.331866183,448220.603293,193665.379907,1220714.7758799999,59.0
